present,numbers,dayoff,trip,trip2,요일,year,month,year_month,lunch_bob,lunch_soup,lunch_main,dinner_bob,dinner_soup,dinner_main,중식계,석식계,total
1904,2822,104,222,592,0,2019,4,201904,밥,된장찌개,유자청돈육볶음,밥,김치두부국,닭갈비,1105.0,607.0,1712.0
1936,2822,69,239,578,1,2019,4,201904,밥,순두부찌개,주꾸미볶음,참치회덮밥,미소장국,또띠아피자,876.0,590.0,1466.0
2513,2822,64,245,0,2,2019,4,201904,나물비빔밥,가쯔오장국,오징어튀김,밥,육개장,비엔나케찹볶음,789.0,350.0,1139.0
2088,2822,52,248,434,3,2019,4,201904,밥,콩나물국,수제돈까스,베이컨김치볶음밥,새우튀김우동,찐만두,845.0,524.0,1369.0
2379,2822,155,288,0,4,2019,4,201904,밥,아욱국,닭오븐구이,밥,배추된장국,돈육강정,553.0,435.0,988.0
1922,2822,113,178,609,0,2019,4,201904,밥,매운어묵국,버섯불고기,밥,차돌박이찌개,가자미카레튀김,1184.0,647.0,1831.0
1982,2822,54,234,552,1,2019,4,201904,밥,열무된장국,닭볶음탕,크림스프,미니햄버거,감자튀김,905.0,607.0,1512.0
2502,2822,57,263,0,2,2019,4,201904,밥,떡국,오징어볶음,밥,콩비지찌개,간장마늘치킨,910.0,472.0,1382.0
2007,2822,76,281,458,3,2019,4,201904,밥,매운버섯국,미트볼케찹조림,김밥볶음밥,짬뽕,크림새우,767.0,528.0,1295.0
2297,2822,230,294,1,4,2019,4,201904,짜장덮밥,맑은국,사천식탕수육,밥,고추장찌개,돈육굴소스볶음,683.0,412.0,1095.0
1927,2822,109,253,533,0,2019,4,201904,밥,들깨시래기국,유자청돈육볶음,밥,콩가루배추국,닭데리야끼조림,1094.0,494.0,1588.0
1914,2822,60,272,576,1,2019,4,201904,밥,된장찌개,쇠고기장조림,밥,수제비국,고등어구이,886.0,567.0,1453.0
2490,2822,59,273,0,2,2019,4,201904,카레라이스,미소장국,언양식불고기,None,None,None,1034.0,0.0,1034.0
1991,2822,85,294,452,3,2019,4,201904,밥,두부김치국,해물누룽지탕,파인애플볶음밥,유부주머니국,콘치즈오븐구이,702.0,500.0,1202.0
2310,2822,215,297,0,4,2019,4,201904,밥,미역국,돈육간장강정,밥,시금치국,유린기,572.0,392.0,964.0
1874,2822,152,252,544,0,2019,4,201904,밥,김치콩나물국,버섯불고기,밥,매운소고기무국,삼치구이,1207.0,564.0,1771.0
2082,2822,152,298,290,1,2019,4,201904,밥,소고기샤브국,오징어볶음,김밥,잔치국수,야채튀김,714.0,430.0,1144.0
1891,2825,247,303,384,3,2019,5,201905,밥,해물된장찌개,안동찜닭,삼겹살볶음밥,미소장국,볶음우동,758.0,423.0,1181.0
2200,2825,348,276,1,4,2019,5,201905,밥,순두부찌개,미니채소떡갈비,밥,황태국,돈육피망볶음,654.0,420.0,1074.0
1813,2825,135,271,606,1,2019,5,201905,밥,어묵국,훈제오리구이,밥,콩나물국,닭갈비,1221.0,590.0,1811.0
2448,2825,81,296,0,2,2019,5,201905,콩나물밥,가쯔오장국,치킨핑거/요거트D,밥,육개장,굴비구이,881.0,423.0,1304.0
1909,2825,92,286,538,3,2019,5,201905,밥,근대국,보쌈,잡채밥/짜장소스,맑은국,소고기퀘사디아,958.0,531.0,1489.0
2357,2825,166,302,0,4,2019,5,201905,밥,참치김치찌개,소고기장조림,밥,열무된장국,레몬탕수육,607.0,438.0,1045.0
1876,2825,119,231,599,0,2019,5,201905,밥,아욱국,제육볶음,밥,부대찌개,고등어자반찜,1111.0,507.0,1618.0
1892,2825,76,256,601,1,2019,5,201905,밥,차돌된장찌개,해물청경채볶음,멸치주먹밥,김치우동,고구마치즈구이,907.0,587.0,1494.0
2472,2825,69,284,0,2,2019,5,201905,산채비빔밥,가쯔오장국,콘샐러드,밥,시래기국,버섯불고기,888.0,368.0,1256.0
1988,2825,72,283,482,3,2019,5,201905,밥,연두부탕,돼지갈비찜,닭갈비볶음밥,쌀국수,핫도그,790.0,521.0,1311.0
2309,2825,224,291,1,4,2019,5,201905,밥,버섯매운탕,탕수어,밥,닭개장,미니함박조림,408.0,362.0,770.0
1900,2825,100,223,602,0,2019,5,201905,밥,된장찌개,소고기숙주나물볶음,밥,떡국,통도라지구이,1174.0,516.0,1690.0
1919,2825,64,279,563,1,2019,5,201905,밥,해물순두부찌개,수원왕갈비통닭,충무김밥,미니국수,오징어초무침,844.0,567.0,1411.0
2493,2825,60,272,0,2,2019,5,201905,밥,꽃게탕,새송이떡갈비구이,밥,버섯들깨탕,과일탕수육,831.0,405.0,1236.0
2015,2825,61,302,447,3,2019,5,201905,밥,소고기국,가자미튀김,해물굴소스볶음밥,스프,토마토스파게티,658.0,509.0,1167.0
2325,2825,193,307,0,4,2019,5,201905,낙지비빔밥,콩나물국,부추전,밥,고추장찌개,두부커틀릿,508.0,328.0,836.0
1883,2825,86,212,644,0,2019,5,201905,밥,북어국,돈육콩나물불고기,밥,두부김치국,소고기장조림,1219.0,550.0,1769.0
1910,2825,54,229,632,1,2019,5,201905,밥,오징어국,안동찜닭,유부초밥,가쯔오장국,야채쫄면,931.0,590.0,1521.0
2538,2825,50,237,0,2,2019,5,201905,밥,배추된장국,수제돈가스,None,None,None,896.0,0.0,896.0
1977,2825,73,258,517,3,2019,5,201905,밥,육개장,고등어구이,쇠고기숙주규동덮밥,미소장국,파스타샐러드,836.0,527.0,1363.0
2355,2825,179,291,0,4,2019,5,201905,봄나물비빔밥,맑은국,함박스테이크,밥,무청된장국,닭갈비,640.0,378.0,1018.0
1744,2758,87,225,702,0,2019,6,201906,밥,콩나물국,짬뽕불고기,밥,순두부찌개,꽃맛살볶음,1221.0,572.0,1793.0
1850,2758,65,251,592,1,2019,6,201906,밥,아욱국,등갈비김치찜,참치주먹밥,우동,닭오븐구이,962.0,486.0,1448.0
2367,2758,144,247,0,2,2019,6,201906,맑은국,코다리조림,계란말이,밥,된장찌개,동파삼겹수육,761.0,502.0,1263.0
1646,2758,890,219,3,4,2019,6,201906,밥,고추장찌개,언양식불고기,밥,두부김치국,닭강정,389.0,244.0,633.0
1735,2758,114,236,673,0,2019,6,201906,밥,매운어묵국,소불고기,밥,얼갈이된장국,삼겹살구이,1232.0,568.0,1800.0
1812,2758,55,267,624,1,2019,6,201906,밥,부대찌개,오징어볶음,김밥볶음밥,초계국수,떡볶이,804.0,555.0,1359.0
2420,2758,60,278,0,2,2019,6,201906,김치제육덮밥,맑은국,사과고구마그라탕,밥,매운버섯국,갈치구이,876.0,359.0,1235.0
1898,2758,65,288,507,3,2019,6,201906,밥,옹심이만두국,닭볶음탕,오므라이스,가쯔오장국,훈제오리냉채,679.0,520.0,1199.0
2266,2758,193,295,4,4,2019,6,201906,밥,오이냉국,사천식탕수육,밥,동태탕,미트볼케찹조림,538.0,373.0,911.0
1783,2758,95,240,640,0,2019,6,201906,밥,열무된장국,돼지고기유자청볶음,밥,콩나물김치국,류산슬,1099.0,534.0,1633.0
1871,2758,65,264,558,1,2019,6,201906,밥,북어해장국,매운돼지갈비찜,베이컨볶음밥,유부장국,토마토스파게티,853.0,491.0,1344.0
2420,2758,78,260,0,2,2019,6,201906,짜장덮밥,맑은국,깐풍기,밥,된장찌개,닭갈비,882.0,420.0,1302.0
1933,2758,90,291,444,3,2019,6,201906,밥,감자국,주꾸미볶음,밥,뼈감자탕,유린기,625.0,419.0,1044.0
2276,2758,188,294,0,4,2019,6,201906,밥,청국장찌개,소고기장조림,밥,쇠고기샤브국,미니야채떡갈비,505.0,381.0,886.0
1752,2758,101,213,692,0,2019,6,201906,밥,어묵국,소불고기,밥,소고기매운무국,오징어굴소스볶음,1105.0,540.0,1645.0
1853,2758,67,265,573,1,2019,6,201906,밥,참치김치찌개,돈육장조림,중국식볶음밥,짬뽕,과일샐러드,775.0,472.0,1247.0
2407,2758,69,282,0,2,2019,6,201906,카레덮밥,가쯔오장국,고구마치즈구이,None,None,None,946.0,0.0,946.0
1915,2758,85,280,478,3,2019,6,201906,밥,소고기미역국,양념치킨,빠에야,올챙이만두국,소고기퀘사디아,808.0,501.0,1309.0
2239,2758,229,288,2,4,2019,6,201906,팽이장국,꽃맛살샐러드,얼갈이겉절이,밥,아욱국,돈육강정,535.0,373.0,908.0
1915,2760,115,218,512,0,2019,7,201907,밥,순두부찌개,치즈함박스테이크,밥,차돌된장찌개,고등어구이,1175.0,512.0,1687.0
1946,2760,87,237,490,1,2019,7,201907,밥,사과오이냉국,쇠고기낙지볶음,우동,멕시칸샐러드,음료,787.0,504.0,1291.0
2413,2760,82,265,0,2,2019,7,201907,마파두부덮밥,맑은국,치킨너겟,밥,근대국,돈육간장볶음,910.0,324.0,1234.0
1922,2760,95,309,434,3,2019,7,201907,밥,열무된장국,짬뽕불고기,베이컨김치볶음밥,냉모밀국수,해물부추전,699.0,565.0,1264.0
2261,2760,210,289,0,4,2019,7,201907,밥,김치두부국,훈제오리구이,밥,배추된장국,레몬탕수육,546.0,371.0,917.0
1792,2760,155,277,536,0,2019,7,201907,밥,오징어국,버섯불고기,밥,콩나물국,해물누룽지탕,985.0,465.0,1450.0
1944,2760,75,275,466,1,2019,7,201907,밥,시래기국,닭볶음탕,멸치주먹밥,잔치국수,케이준샐러드,861.0,472.0,1333.0
2351,2760,123,286,0,2,2019,7,201907,열무보리비빔밥,가쯔오장국,깐풍육,밥,육개장,가자미튀김,862.0,326.0,1188.0
1986,2760,102,301,371,3,2019,7,201907,밥,근대국,삼겹보쌈,밥,들깨미역국,언양식불고기,730.0,475.0,1205.0
2210,2760,244,306,0,4,2019,7,201907,초복특식,초복특식,초복특식,밥,된장찌개,소고기장조림,856.0,385.0,1241.0
1988,2760,144,232,396,0,2019,7,201907,밥,차돌박이찌개,돈육굴소스볶음,밥,시래기들개탕,고기전,1127.0,453.0,1580.0
2007,2760,100,227,426,1,2019,7,201907,밥,북어계란국,닭갈비,유부초밥,콩국수,떡볶이,952.0,477.0,1429.0
2405,2760,96,259,0,2,2019,7,201907,산채비빔밥,미소장국,야채튀김,밥,두부김치국,돼지고기장조림,814.0,274.0,1088.0
2063,2760,113,274,310,3,2019,7,201907,밥,돈육김치찌개,미니채소떡갈비,밥,브로컬리크림스프,옛날왕돈가스,734.0,455.0,1189.0
2233,2760,236,291,0,4,2019,7,201907,밥,소고기무국,갈치구이,밥,꽃게탕,안동찜닭,538.0,367.0,905.0
1881,2760,223,218,438,0,2019,7,201907,밥,매운어묵국,소고기숙주볶음,밥,얼갈이국,오리불고기,1013.0,503.0,1516.0
1859,2760,206,246,449,1,2019,7,201907,밥,시금치된장국,등갈비김치찜,김밥,맑은국,해물볶음우동,855.0,516.0,1371.0
2284,2760,224,252,0,2,2019,7,201907,카레라이스,가쯔오국,갈비통통만두,밥,된장찌개,새송이버섯전,744.0,322.0,1066.0
1858,2760,276,279,347,3,2019,7,201907,밥,매운소고기국,유린기,파인애플볶음밥,유부주머니국,사천식탕수육,668.0,370.0,1038.0
2083,2760,396,280,1,4,2019,7,201907,밥,우묵냉국,고구마함박스테이크,밥,맑은연두부탕,돈육매콤조림,462.0,336.0,798.0
1678,2760,475,183,424,0,2019,7,201907,밥,시금치국,유자청제육볶음,밥,무채국,버섯불고기,898.0,431.0,1329.0
1731,2760,434,213,382,1,2019,7,201907,밥,사과오이냉국,장어강정,김치볶음밥,유부장국,탄두리치킨,745.0,457.0,1202.0
2034,2760,495,231,0,2,2019,7,201907,맑은국,해물누룽지탕,메밀전병만두,None,None,None,619.0,0.0,619.0
2255,3305,546,219,285,3,2019,8,201908,밥,아욱국,닭볶음탕,참치주먹밥,열무물국수,돈육강정,648.0,463.0,1111.0
2379,3305,687,237,2,4,2019,8,201908,밥,고추장찌개,미트볼케찹조림,밥,매운버섯국,고등어구이,440.0,274.0,714.0
2268,3305,462,183,392,0,2019,8,201908,밥,콩나물국,닭갈비,밥,육개장,꽁치오븐구이,936.0,445.0,1381.0
2283,3305,427,203,392,1,2019,8,201908,밥,도토리묵냉국,짬뽕불고기,해물굴소스볶음밥,미소장국,로제파스타,798.0,513.0,1311.0
2650,3305,421,233,1,2,2019,8,201908,짜장덮밥,맑은국,군만두,밥,콩가루배추국,돈육장조림,841.0,304.0,1145.0
2257,3305,430,254,364,3,2019,8,201908,밥,아욱국,돼지갈비찜,야채볶음밥,김치말이국수,닭오븐구이,781.0,482.0,1263.0
2545,3305,496,261,3,4,2019,8,201908,밥,차돌된장찌개,주꾸미볶음,밥,얼갈이국,등뼈김치찜,641.0,401.0,1042.0
2279,3305,394,208,424,0,2019,8,201908,밥,된장찌개,소고기숙주볶음,밥,북어해장국,양념치킨,1073.0,527.0,1600.0
2295,3305,345,254,411,1,2019,8,201908,밥,꽃게탕,언양식불고기,제육김치덮밥,유부장국,까르보나라떡볶이,813.0,519.0,1332.0
2627,3305,430,246,2,2,2019,8,201908,콩나물밥,올챙이만두국,유린기,밥,사과오이냉국,생선가스,713.0,421.0,1134.0
2064,3305,1026,208,7,4,2019,8,201908,밥,닭개장,쇠고기장조림,밥,해물짬뽕국,돈육굴소스볶음,466.0,313.0,779.0
2260,3305,264,212,569,0,2019,8,201908,밥,시래기국,유자청제육볶음,밥,콩나물김치국,안동찜닭,1249.0,530.0,1779.0
2311,3305,205,255,534,1,2019,8,201908,밥,소고기미역국,닭강정,유부초밥,냉모밀국수,콥샐러드,955.0,534.0,1489.0
2826,3305,214,265,0,2,2019,8,201908,산채비빔밥,미소장국,오징어튀김,밥,북어해장국,소고기낙지볶음,923.0,423.0,1346.0
2384,3305,178,275,468,3,2019,8,201908,밥,닭곰탕,류산슬,목살필라프,꼬지어묵국,탕수육,880.0,514.0,1394.0
2740,3305,268,295,2,4,2019,8,201908,밥,돈육김치찌개,미니채소떡갈비,밥,건새우아욱된장국,동파삼겹수육,599.0,393.0,992.0
2317,3305,162,230,596,0,2019,8,201908,밥,꽃게탕,함박스테이크,밥,매운버섯국,돈육간장볶음,1221.0,547.0,1768.0
2371,3305,118,266,550,1,2019,8,201908,밥,고추장찌개,버섯불고기,베이컨김치볶음밥,새우튀김우동,찹쌀순대볶음,921.0,516.0,1437.0
2908,3305,123,274,0,2,2019,8,201908,카레덮밥,맑은국,치킨핑거,None,None,None,899.0,0.0,899.0
2449,3305,132,289,435,3,2019,8,201908,밥,배추된장국,훈제오리구이,오므라이스,가쯔오장국,소고기퀘사디아,845.0,550.0,1395.0
2746,3305,253,305,1,4,2019,8,201908,밥,부대찌개,굴비구이,밥,들깨버섯국,마늘치킨,575.0,385.0,960.0
2197,3111,137,213,564,0,2019,9,201909,밥,들깨시락국,돈육김치볶음,밥,콩나물국,파닭,1363.0,609.0,1972.0
2294,3111,103,254,460,1,2019,9,201909,밥,차돌박이찌개,소고기장조림,빠에야,쌀국수,치킨샐러드,944.0,573.0,1517.0
2739,3111,102,270,0,2,2019,9,201909,단호박영양밥,유부장국,새송이너비아니구이,밥,참치김치찌개,돈육강정,769.0,412.0,1181.0
2310,3111,118,292,391,3,2019,9,201909,밥,토란국,매운돼지갈비찜,김밥,김치어묵국,야채튀김,778.0,557.0,1335.0
2596,3111,214,301,0,4,2019,9,201909,밥,된장찌개,수제돈까스,밥,고추장찌개,소고기숙주볶음,687.0,349.0,1036.0
2223,3111,148,217,523,0,2019,9,201909,밥,김치콩나물국,짬뽕불고기,밥,황태해장국,닭갈비,1228.0,612.0,1840.0
2330,3111,142,238,401,1,2019,9,201909,밥,맑은순두부국,사천식탕수육,김치필라프,크림스프,토마토스파게티,812.0,541.0,1353.0
2550,3111,426,135,0,2,2019,9,201909,나물비빔밥,팽이장국,갈비만두,밥,해물된장찌개,명태조림,916.0,123.0,1039.0
2041,3111,259,180,631,0,2019,9,201909,밥,황태국,훈제오리고추장볶음,밥,참치김치찌개,치즈함박스테이크,1283.0,687.0,1970.0
2189,3111,75,241,606,1,2019,9,201909,밥,꽃게된장찌개,돈육굴소스볶음,참치덮밥,미소장국,또띠아피자,1010.0,640.0,1650.0
2790,3111,71,250,0,2,2019,9,201909,밥,소고기미역국,탄두리치킨,밥,수제비국,쇠고기숙주볶음,1006.0,418.0,1424.0
2300,3111,80,290,441,3,2019,9,201909,밥,쇠고기샤브국,주꾸미볶음,밥,설렁탕,김치전,701.0,480.0,1181.0
2625,3111,182,302,2,4,2019,9,201909,밥,열무된장국,사각어묵무침,밥,얼큰소고기무국,안동찜닭,662.0,415.0,1077.0
2214,3111,114,214,569,0,2019,9,201909,밥,근대국,유자청제육볶음,밥,육개장,고등어구이,1239.0,595.0,1834.0
2144,3111,71,265,631,1,2019,9,201909,밥,얼갈이된장국,버섯불고기,밥,무채국,닭볶음탕,899.0,570.0,1469.0
2765,3111,60,285,1,2,2019,9,201909,맑은국,돈육강정,사과고구마그라탕,None,None,None,803.0,0.0,803.0
2182,3111,75,312,542,3,2019,9,201909,밥,콩나물김치국,해물누룽지탕,볶음밥/짜장소스,계란국,깐풍기,620.0,474.0,1094.0
2623,3111,177,309,2,4,2019,9,201909,밥,어묵국,언양식불고기,밥,아욱국,돈육간장볶음,722.0,368.0,1090.0
2231,3111,283,231,366,0,2019,9,201909,밥,콩가루배추국,짬뽕불고기,밥,버섯들깨탕,오징어볶음,1030.0,516.0,1546.0
2350,3121,244,217,310,2,2019,10,201910,밥,돈육김치찌개,닭갈비,밥,열무된장국,쇠고기장조림,1241.0,743.0,1984.0
2194,3121,268,231,428,4,2019,10,201910,밥,해물된장찌개,소불고기,밥,순두부찌개,함박스테이크,1215.0,755.0,1970.0
2266,3121,193,215,447,0,2019,10,201910,밥,콩비지찌개,돈육굴소스볶음,밥,닭개장,갈치구이,1133.0,492.0,1625.0
2398,3121,214,262,247,1,2019,10,201910,밥,동태탕,마늘간장치킨,김치볶음밥,새우튀김우동,고구마치즈구이,883.0,521.0,1404.0
2170,3121,284,269,398,3,2019,10,201910,밥,옹심이만두국,굴비구이,참치주먹밥,잔치국수,쇠고기퀘사디아,862.0,546.0,1408.0
2444,3121,389,285,3,4,2019,10,201910,밥,아욱국,매운돼지갈비찜,밥,쇠고기샤브국,탕수어,566.0,312.0,878.0
2203,3121,152,237,529,0,2019,10,201910,밥,북어해장국,제육볶음,밥,참치김치찌개,주꾸미볶음,1140.0,601.0,1741.0
2215,3121,112,260,534,1,2019,10,201910,밥,콩나물국,닭갈비,야채볶음밥,유부주머니국,통새우또띠아,867.0,550.0,1417.0
2726,3121,116,278,1,2,2019,10,201910,콩나물밥,가쯔오국,돈육강정,밥,된장찌개,꽁치구이,765.0,334.0,1099.0
2312,3121,144,301,364,3,2019,10,201910,밥,알탕,해물굴소스볶음,밥,떡만두국,닭매운찜,708.0,479.0,1187.0
2487,3121,332,300,2,4,2019,10,201910,밥,우거지된장국,쇠고기장조림,밥,부대찌개,후르츠탕수육,581.0,345.0,926.0
2017,3121,168,227,709,0,2019,10,201910,밥,고추장찌개,훈제오리단호박볶음,밥,어묵국,언양식불고기,1107.0,561.0,1668.0
2263,3121,99,378,381,1,2019,10,201910,밥,얼큰순두부찌개,짬뽕불고기,김밥,잔치국수,떡볶이,1090.0,446.0,1536.0
2744,3121,89,286,2,2,2019,10,201910,카레라이스,우동국,유린기,밥,열무된장국,소고기버섯볶음,785.0,419.0,1204.0
2269,3121,129,313,410,3,2019,10,201910,밥,건새우아욱국,등갈비김치말이,해물굴소스볶음밥,맑은국,돈육간장강정,705.0,409.0,1114.0
2481,3121,316,323,1,4,2019,10,201910,나물비빔밥,팽이장국,갈비만두,밥,차돌박이찌개,류산슬,546.0,304.0,850.0
2171,3121,219,267,464,0,2019,10,201910,밥,소고기미역국,유자청제육볶음,밥,짬뽕국,가자미카레튀김,915.0,436.0,1351.0
2239,3121,112,293,477,1,2019,10,201910,밥,된장찌개,오징어볶음,오므라이스,미니우동,닭오븐구이,808.0,517.0,1325.0
2704,3121,122,294,1,2,2019,10,201910,마파두부덮밥,맑은국,치킨핑거,None,None,None,771.0,0.0,771.0
2249,3121,130,312,430,3,2019,10,201910,밥,매운콩나물국,동파삼겹수육,참치회덮밥,미소장국,또띠아피자,671.0,475.0,1146.0
2528,3104,248,327,1,4,2019,11,201911,밥,옥수수스프,딸기드레싱샐러드,밥,떡국,돈육장조림,586.0,317.0,903.0
2172,3104,155,239,538,0,2019,11,201911,밥,근대국,소고기낙지볶음,밥,열무된장국,함박스테이크,1058.0,552.0,1610.0
2188,3104,86,289,541,1,2019,11,201911,밥,고추장찌개,순살파닭,멸치주먹밥,해물수제비,야채튀김,773.0,475.0,1248.0
2690,3104,119,295,0,2,2019,11,201911,김치제육덮밥,가쯔오장국,시금치프리타타,밥,닭개장,황태양념구이,773.0,321.0,1094.0
2245,3104,133,302,424,3,2019,11,201911,밥,오징어국,미니채소떡갈비,목살필라프,계란국,로제파스타,700.0,460.0,1160.0
2523,3104,271,309,1,4,2019,11,201911,미역장국,사천식탕수육,멕시칸샐러드,밥,들깨시래기국,두부양념조림,535.0,321.0,856.0
2150,3104,150,236,568,0,2019,11,201911,밥,돈육김치찌개,잡채,밥,얼갈이국,훈제오리불고기,1079.0,489.0,1568.0
2245,3104,106,272,481,1,2019,11,201911,밥,차돌된장찌개,주꾸미볶음,유부초밥,쌀국수,쇠고기퀘사디아,769.0,456.0,1225.0
2678,3104,136,290,0,2,2019,11,201911,맑은국,돈육강정,사과고구마그라탕,밥,해물순두부찌개,등갈비바베큐조림,733.0,328.0,1061.0
2177,3104,188,286,453,3,2019,11,201911,밥,콩나물국,해물누룽지탕,밥,설렁탕,부추전,677.0,466.0,1143.0
2435,3104,365,303,1,4,2019,11,201911,김치볶음밥,나가사끼짬뽕국,치킨텐더샐러드,밥,부대찌개,소불고기,543.0,342.0,885.0
2019,3104,183,230,672,0,2019,11,201911,밥,김치콩나물국,소고기장조림,밥,열무된장국,짬뽕불고기,1032.0,527.0,1559.0
2118,3104,139,285,562,1,2019,11,201911,밥,육개장,탕수어,통새우김밥,우동,찹쌀순대볶음,762.0,529.0,1291.0
2642,3104,174,288,0,2,2019,11,201911,미소장국,닭강정,청포묵무침,밥,얼갈이된장국,삼겹살구이,759.0,386.0,1145.0
2132,3104,188,304,480,3,2019,11,201911,밥,된장찌개,류산슬,밥,뼈감자탕,유린기,613.0,442.0,1055.0
2464,3104,329,310,1,4,2019,11,201911,카레덮밥,맑은국,생선까스,밥,쇠고기샤브국,미트볼조림,551.0,313.0,864.0
1966,3104,170,235,733,0,2019,11,201911,밥,고추장찌개,버섯불고기,밥,미역국,삼겹보쌈,1097.0,609.0,1706.0
2071,3104,129,270,634,1,2019,11,201911,밥,김치두부국,누룽지탕수육,닭갈비볶음밥,가쯔오장국,크림카레우동,816.0,511.0,1327.0
2681,3104,134,288,1,2,2019,11,201911,나물비빔밥,맑은국,감자치즈구이,None,None,None,732.0,0.0,732.0
2082,3104,167,297,558,3,2019,11,201911,밥,아욱국,닭볶음탕,참치주먹밥,잔치국수,오징어튀김,644.0,460.0,1104.0
2495,3104,282,326,1,4,2019,11,201911,오므라이스,미소장국,모듬튀김,밥,소고기무국,굴비구이,572.0,256.0,828.0
1993,3111,169,201,748,0,2019,12,201912,밥,열무된장국,훈제오리구이,밥,옹심이만두국,오징어볶음,1140.0,580.0,1720.0
1960,3111,115,247,789,1,2019,12,201912,밥,홍합탕,마늘간장치킨,짜장면/작은밥,계란국,미니햄버거,873.0,566.0,1439.0
2735,3111,118,257,1,2,2019,12,201912,김치볶음밥/계란,팽이장국,콥샐러드,밥,매운버섯국,돈육강정,879.0,329.0,1208.0
2137,3111,145,280,549,3,2019,12,201912,밥,쇠고기샤브국,닭갈비,우동,케이준샐러드,단호박범벅,779.0,483.0,1262.0
2495,3111,312,299,5,4,2019,12,201912,밥,근대국,수제돈가스,밥,연두부탕,함박스테이크,631.0,315.0,946.0
1910,3111,190,192,819,0,2019,12,201912,밥,들깨시래기국,유자청돈육볶음,밥,감자국,닭데리야끼조림,1120.0,521.0,1641.0
1908,3111,155,248,800,1,2019,12,201912,밥,매운소고기국,유린기,참치마요덮밥,꼬지어묵탕,해물떡볶이,742.0,519.0,1261.0
2678,3111,168,265,0,2,2019,12,201912,단호박영양밥,유부장국,새송이너비아니구이,밥,북어계란국,버섯불고기,858.0,327.0,1185.0
2078,3111,190,257,586,3,2019,12,201912,밥,굴미역국,매운돼지갈비찜,새우볶음밥,맑은국,깐풍육,731.0,411.0,1142.0
2533,3111,266,310,2,4,2019,12,201912,밥,참치김치찌개,안동찜닭,밥,고추장찌개,미니떡갈비조림,639.0,380.0,1019.0
1985,3111,206,211,709,0,2019,12,201912,밥,열무된장국,훈제오리볶음,밥,황태국,양념치킨,1103.0,464.0,1567.0
2076,3111,155,267,613,1,2019,12,201912,밥,무채국,소고기숙주볶음,야채주먹밥,잔치국수,야채튀김,739.0,472.0,1211.0
2656,3111,169,283,3,2,2019,12,201912,콩나물밥,미소장국,샐러드파스타,밥,김치국,돈육간장볶음,683.0,278.0,961.0
2085,3111,165,270,591,3,2019,12,201912,밥,된장찌개,해물콩나물찜,밥,설렁탕,해물전,862.0,321.0,1183.0
2509,3111,337,261,4,4,2019,12,201912,밥,감자양파국,매운닭찜,밥,부대찌개,계란찜,481.0,353.0,834.0
2409,3111,343,228,131,0,2019,12,201912,밥,아욱국,돈육김치볶음,밥,닭개장,주꾸미볶음,741.0,124.0,865.0
2365,3111,478,216,52,1,2019,12,201912,밥,오징어국,치킨핑거,굴소스볶음밥,토마토스파게티,크림스프,462.0,221.0,683.0
2173,3111,538,249,151,3,2019,12,201912,밥,된장찌개,짬뽕불고기,빠에야,쌀국수,새우또띠아,594.0,203.0,797.0
2168,3111,706,236,1,4,2019,12,201912,파인애플볶음밥,가쯔오장국,사천식탕수육,밥,매운버섯국,굴비구이,387.0,226.0,613.0
2258,3111,563,192,98,0,2019,12,201912,밥,고추장찌개,버섯불고기,밥,소고기무국,고등어구이,652.0,132.0,784.0
2231,3111,709,149,22,1,2019,12,201912,밥,배추된장국,닭볶음탕,None,None,None,349.0,0.0,349.0
2095,2821,255,133,338,3,2020,1,202001,밥,떡국,제육볶음,카레라이스,맑은국,멕시칸샐러드,985.0,362.0,1347.0
2311,2821,321,186,3,4,2020,1,202001,비빔밥,미소장국,탕수어,밥,수제비국,돈육장조림,635.0,344.0,979.0
2075,2821,119,203,424,0,2020,1,202001,밥,된장찌개,돈육김치볶음,밥,열무된장국,해물누룽지탕,1133.0,389.0,1522.0
2074,2821,95,204,448,1,2020,1,202001,밥,미역국,순살파닭,참치주먹밥,우동,고구마샐러드,904.0,490.0,1394.0
2475,2821,117,222,7,2,2020,1,202001,맑은국,돈육강정,사과고구마그라탕,밥,소고기무국,주꾸미볶음,740.0,321.0,1061.0
2030,2821,124,241,426,3,2020,1,202001,밥,육개장,가자미튀김,작은밥,옛날돈가스,양송이스프,773.0,474.0,1247.0
2295,2821,264,262,0,4,2020,1,202001,참치회덮밥,미소장국,또띠아피자,밥,청국장찌개,소고기장조림,573.0,320.0,893.0
1936,2821,141,218,526,0,2020,1,202001,밥,근대국,훈제오리구이,밥,돈육김치찌개,소고기숙주볶음,945.0,454.0,1399.0
2101,2821,96,236,388,1,2020,1,202001,밥,시래기국,두부구이,유부초밥,쌀국수,떡볶이,820.0,272.0,1092.0
2485,2821,97,235,4,2,2020,1,202001,단호박영양밥,연두부탕,오징어숙회무침,밥,시금치국,돈육고추장볶음,633.0,350.0,983.0
2095,2821,92,244,390,3,2020,1,202001,밥,해물된장찌개,묵은지닭찜,쇠고기볶음밥,팽이장국,탕수육,761.0,457.0,1218.0
2310,2821,242,269,0,4,2020,1,202001,김치필라프,크림스프,토마토스파게티,밥,짬뽕국,미니떡갈비조림,696.0,344.0,1040.0
